Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Machine failure,UDI,Product ID,TWF,HDF,PWF,OSF,RNF
M,298.5,308.0,1363,49.2,149,7022.464890422338,9.5,7330.8,0,1742,S51741,0.0,0.0,0.0,0.0,0.0
L,298.5,308.0,1379,49.6,152,7162.663698576537,9.5,7539.2,0,1743,S51742,0.0,0.0,0.0,0.0,0.0
M,298.5,308.0,1713,25.8,154,4628.131465415412,9.5,3973.2,0,1744,S51743,0.0,0.0,0.0,0.0,0.0
M,298.5,308.0,1461,51.9,157,7940.469679727809,9.5,8148.3,0,1745,S51744,0.0,0.0,0.0,0.0,0.0
L,298.5,308.0,1624,29.8,160,5067.933492966959,9.5,4768.0,0,1746,S51745,0.0,0.0,0.0,0.0,0.0
L,298.4,308.0,1526,41.1,162,6567.876433447894,9.600000000000025,6658.2,0,1747,S51746,0.0,0.0,0.0,0.0,0.0
L,298.4,307.9,2381,14.2,164,3540.5958645467203,9.5,2328.8,0,1748,S51747,0.0,0.0,0.0,0.0,0.0
H,298.4,307.7,1626,31.1,166,5295.5314087440265,9.300000000000011,5162.6,0,1749,S51748,0.0,0.0,0.0,0.0,0.0
L,298.3,307.7,1576,33.8,171,5578.295691518131,9.399999999999975,5779.799999999999,0,1750,S51749,0.0,0.0,0.0,0.0,0.0
M,298.4,307.8,1617,31.6,173,5350.88627130028,9.400000000000034,5466.8,0,1751,S51750,0.0,0.0,0.0,0.0,0.0
L,298.3,307.6,1942,20.6,176,4189.334747513013,9.300000000000011,3625.6,0,1752,S51751,0.0,0.0,0.0,0.0,0.0
L,298.2,307.6,1492,37.2,178,5812.197736553405,9.400000000000034,6621.6,0,1753,S51752,0.0,0.0,0.0,0.0,0.0
L,298.2,307.5,1470,51.3,180,7897.021453328663,9.300000000000011,9234.0,0,1754,S51753,0.0,0.0,0.0,0.0,0.0
M,298.0,307.4,1463,46.5,182,7124.032580912895,9.399999999999975,8463.0,0,1755,S51754,0.0,0.0,0.0,0.0,0.0
L,298.0,307.3,1424,46.5,185,6934.123305003392,9.300000000000011,8602.5,0,1756,S51755,0.0,0.0,0.0,0.0,0.0
M,298.1,307.4,1363,60.1,187,8578.254876308587,9.299999999999956,11238.7,0,1757,S51756,0.0,0.0,0.0,0.0,0.0
M,298.1,307.4,1335,56.2,190,7856.809067362714,9.299999999999956,10678.0,0,1758,S51757,0.0,0.0,0.0,0.0,0.0
L,298.1,307.4,1608,33.9,193,5708.3995152787975,9.299999999999956,6542.7,0,1759,S51758,0.0,0.0,0.0,0.0,0.0
H,298.0,307.4,1606,35.2,195,5919.933420620511,9.399999999999975,6864.000000000001,0,1760,S51759,0.0,0.0,0.0,0.0,0.0
L,298.1,307.5,1684,33.1,200,5837.121038271884,9.399999999999975,6620.0,0,1761,S51760,0.0,0.0,0.0,0.0,0.0
L,298.1,307.6,1950,20.3,202,4145.331506411732,9.5,4100.6,0,1762,S51761,0.0,0.0,0.0,0.0,0.0
H,298.2,307.6,1460,48.6,204,7430.49494427058,9.400000000000034,9914.4,0,1763,S51762,0.0,0.0,0.0,0.0,0.0
L,298.2,307.6,1511,31.0,209,4905.178049559983,9.400000000000034,6479.0,1,1764,S51763,0.0,0.0,1.0,1.0,0.0
H,298.2,307.6,1318,55.7,0,7687.749494697535,9.400000000000034,0.0,0,1765,S51764,0.0,0.0,0.0,0.0,0.0
L,298.2,307.6,1368,51.8,5,7420.693175191378,9.400000000000034,259.0,0,1766,S51765,0.0,0.0,0.0,0.0,0.0
M,298.3,307.7,1717,27.1,7,4872.683509546353,9.399999999999975,189.7,0,1767,S51766,0.0,0.0,0.0,0.0,0.0
M,298.3,307.7,1520,41.4,10,6589.80475016995,9.399999999999975,414.0,0,1768,S51767,0.0,0.0,0.0,0.0,0.0
M,298.3,307.8,1485,42.0,13,6531.37112681318,9.5,546.0,0,1769,S51768,0.0,0.0,0.0,0.0,0.0
L,298.4,307.9,1981,23.2,16,4812.8361694954665,9.5,371.2,0,1770,S51769,0.0,0.0,0.0,0.0,0.0
H,298.4,307.9,1605,31.0,18,5210.331415978671,9.5,558.0,0,1771,S51770,0.0,0.0,0.0,0.0,0.0
L,298.4,307.9,1446,45.3,23,6859.541895407169,9.5,1041.9,0,1772,S51771,0.0,0.0,0.0,0.0,0.0
L,298.4,308.0,1508,47.9,25,7564.243015509407,9.600000000000025,1197.5,0,1773,S51772,0.0,0.0,0.0,0.0,0.0
L,298.5,308.0,1384,59.5,27,8623.462394593742,9.5,1606.5,0,1774,S51773,0.0,0.0,0.0,0.0,0.0
M,298.5,308.0,1519,37.3,29,5933.285189398267,9.5,1081.6999999999998,0,1775,S51774,0.0,0.0,0.0,0.0,0.0
L,298.5,308.0,1404,48.1,32,7071.976390642912,9.5,1539.2,0,1776,S51775,0.0,0.0,0.0,0.0,0.0
L,298.5,308.1,1564,31.1,34,5093.6107769223,9.600000000000025,1057.4,0,1777,S51776,0.0,0.0,0.0,0.0,0.0
H,298.6,308.2,1555,36.8,36,5992.48326696741,9.599999999999966,1324.8,0,1778,S51777,0.0,0.0,0.0,0.0,0.0
L,298.6,308.2,1325,54.0,41,7492.698478811657,9.599999999999966,2214.0,0,1779,S51778,0.0,0.0,0.0,0.0,0.0
M,298.6,308.2,1488,44.0,43,6856.211807194364,9.599999999999966,1892.0,0,1780,S51779,0.0,0.0,0.0,0.0,0.0
L,298.5,308.2,1595,32.3,46,5395.004704132192,9.699999999999989,1485.8,0,1781,S51780,0.0,0.0,0.0,0.0,0.0
L,298.5,308.1,1662,28.6,48,4977.665064053812,9.600000000000025,1372.8000000000002,0,1782,S51781,0.0,0.0,0.0,0.0,0.0
L,298.4,308.0,1571,37.4,50,6152.8510999576565,9.600000000000025,1870.0,0,1783,S51782,0.0,0.0,0.0,0.0,0.0
H,298.3,308.0,1553,41.0,52,6667.8209677340965,9.699999999999989,2132.0,0,1784,S51783,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,2886,3.8,57,1148.4406104462846,9.699999999999989,216.6,1,1785,S51784,1.0,0.0,0.0,0.0,0.0
L,298.2,308.0,1538,38.2,59,6152.453164888203,9.800000000000011,2253.8,0,1786,S51785,0.0,0.0,0.0,0.0,0.0
L,298.4,308.2,1618,33.0,61,5591.406604859114,9.800000000000011,2013.0,0,1787,S51786,0.0,0.0,0.0,0.0,0.0
L,298.4,308.2,1364,45.9,63,6556.25254062961,9.800000000000011,2891.7,0,1788,S51787,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,1442,47.3,65,7142.578449544585,9.699999999999989,3074.5,0,1789,S51788,0.0,0.0,0.0,0.0,0.0
L,298.2,307.9,1313,67.3,67,9253.550689173224,9.699999999999989,4509.099999999999,1,1790,S51789,0.0,0.0,1.0,0.0,0.0
L,298.2,307.9,1847,23.6,69,4564.650349861874,9.699999999999989,1628.4,0,1791,S51790,0.0,0.0,0.0,0.0,0.0
L,298.1,307.8,1524,40.8,71,6511.390597536348,9.699999999999989,2896.8,0,1792,S51791,0.0,0.0,0.0,0.0,0.0
M,298.1,307.7,1445,48.0,73,7263.362215099602,9.599999999999966,3504.0,0,1793,S51792,0.0,0.0,0.0,0.0,0.0
L,298.1,307.8,1761,28.2,76,5200.403983193328,9.699999999999989,2143.2,0,1794,S51793,0.0,0.0,0.0,0.0,0.0
M,298.1,307.8,1514,43.5,78,6896.738352425673,9.699999999999989,3393.0,0,1795,S51794,0.0,0.0,0.0,0.0,0.0
M,298.1,307.7,1498,38.3,81,6008.128398382288,9.599999999999966,3102.3,0,1796,S51795,0.0,0.0,0.0,0.0,0.0
H,298.1,307.6,1542,37.1,84,5990.828694836521,9.5,3116.4,0,1797,S51796,0.0,0.0,0.0,0.0,0.0
M,298.0,307.6,1508,41.8,89,6600.946932114681,9.600000000000025,3720.2,0,1798,S51797,0.0,0.0,0.0,0.0,0.0
M,298.0,307.5,1431,52.9,92,7927.274990582732,9.5,4866.8,0,1799,S51798,0.0,0.0,0.0,0.0,0.0
M,298.0,307.5,1427,45.1,95,6739.522584064528,9.5,4284.5,0,1800,S51799,0.0,0.0,0.0,0.0,0.0
M,298.0,307.5,1524,36.3,98,5793.222516925721,9.5,3557.4,0,1801,S51800,0.0,0.0,0.0,0.0,0.0
M,298.0,307.5,1427,43.6,101,6515.369948230897,9.5,4403.6,0,1802,S51801,0.0,0.0,0.0,0.0,0.0
H,298.1,307.6,1496,44.1,104,6908.739236362387,9.5,4586.400000000001,0,1803,S51802,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1388,40.3,109,5857.6461102753365,9.599999999999966,4392.7,0,1804,S51803,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1495,48.1,111,7530.345230777175,9.599999999999966,5339.1,0,1805,S51804,0.0,0.0,0.0,0.0,0.0
H,298.1,307.7,1376,56.2,113,8098.104327109434,9.599999999999966,6350.6,0,1806,S51805,0.0,0.0,0.0,0.0,0.0
H,298.0,307.6,1593,32.2,118,5371.5579509609,9.600000000000025,3799.6,0,1807,S51806,0.0,0.0,0.0,0.0,0.0
L,298.0,307.6,1654,28.9,123,5005.667126572808,9.600000000000025,3554.7,0,1808,S51807,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,2567,12.8,125,3440.839825819733,9.599999999999966,1600.0,1,1809,S51808,0.0,1.0,0.0,0.0,0.0
L,298.1,307.7,1767,27.0,127,4996.074797003848,9.599999999999966,3429.0,0,1810,S51809,0.0,0.0,0.0,0.0,0.0
L,298.1,307.6,1364,53.8,129,7684.670733897015,9.5,6940.2,0,1811,S51810,0.0,0.0,0.0,0.0,0.0
M,298.1,307.8,1569,31.2,131,5126.3252284216815,9.699999999999989,4087.2,0,1812,S51811,0.0,0.0,0.0,0.0,0.0
L,298.2,307.8,1476,36.8,134,5688.041994883535,9.600000000000025,4931.2,0,1813,S51812,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1479,45.0,136,6969.623301988957,9.599999999999966,6120.0,0,1814,S51813,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1650,34.1,138,5892.057021807658,9.599999999999966,4705.8,0,1815,S51814,0.0,0.0,0.0,0.0,0.0
M,298.1,307.6,1565,36.3,140,5949.076928470311,9.5,5082.0,0,1816,S51815,0.0,0.0,0.0,0.0,0.0
L,298.1,307.6,1460,46.5,143,7109.424175073702,9.5,6649.5,0,1817,S51816,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1664,27.6,145,4809.401361527544,9.599999999999966,4002.0,0,1818,S51817,0.0,0.0,0.0,0.0,0.0
M,298.1,307.7,1435,40.9,147,6146.159507605512,9.599999999999966,6012.3,0,1819,S51818,0.0,0.0,0.0,0.0,0.0
M,298.1,307.6,2066,19.2,150,4153.939470282568,9.5,2880.0,0,1820,S51819,0.0,0.0,0.0,0.0,0.0
L,298.1,307.5,1493,43.7,153,6832.3461750025945,9.399999999999975,6686.1,0,1821,S51820,0.0,0.0,0.0,0.0,0.0
L,298.1,307.6,1354,43.3,155,6139.530747106436,9.5,6711.5,0,1822,S51821,0.0,0.0,0.0,0.0,0.0
L,298.1,307.6,1488,39.4,157,6139.426027351316,9.5,6185.8,0,1823,S51822,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1414,48.7,159,7211.190833098987,9.599999999999966,7743.3,0,1824,S51823,0.0,0.0,0.0,0.0,0.0
L,298.1,307.5,1391,57.4,161,8361.181295921044,9.399999999999975,9241.4,0,1825,S51824,0.0,0.0,0.0,0.0,0.0
M,298.0,307.5,1784,27.8,163,5193.59719911055,9.5,4531.400000000001,0,1826,S51825,0.0,0.0,0.0,0.0,0.0
H,297.8,307.3,1516,40.1,166,6366.081465332309,9.5,6656.6,0,1827,S51826,0.0,0.0,0.0,0.0,0.0
M,297.9,307.3,1420,47.8,171,7107.958098502027,9.400000000000034,8173.799999999999,0,1828,S51827,0.0,0.0,0.0,0.0,0.0
L,297.8,307.2,1351,56.3,174,7965.120710082977,9.399999999999975,9796.2,0,1829,S51828,0.0,0.0,0.0,0.0,0.0
L,297.8,307.2,1880,23.0,176,4528.082211374089,9.399999999999975,4048.0,0,1830,S51829,0.0,0.0,0.0,0.0,0.0
L,297.8,307.3,1859,24.0,178,4672.17659441874,9.5,4272.0,0,1831,S51830,0.0,0.0,0.0,0.0,0.0
M,297.8,307.3,1315,54.0,180,7436.14981104704,9.5,9720.0,0,1832,S51831,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1330,51.7,183,7200.635081782926,9.599999999999966,9461.1,0,1833,S51832,0.0,0.0,0.0,0.0,0.0
L,297.8,307.3,1327,61.0,186,8476.7500176711,9.5,11346.0,1,1834,S51833,1.0,0.0,0.0,0.0,0.0
L,297.8,307.2,1498,38.1,188,5976.754359748438,9.399999999999975,7162.8,0,1835,S51834,0.0,0.0,0.0,0.0,0.0
H,297.8,307.3,1555,35.8,190,5829.644047756339,9.5,6801.999999999999,0,1836,S51835,0.0,0.0,0.0,0.0,0.0
L,297.7,307.2,1518,35.8,195,5690.932260124839,9.5,6980.999999999999,0,1837,S51836,0.0,0.0,0.0,0.0,0.0
L,297.7,307.2,1392,43.0,197,6268.1056624423545,9.5,8471.0,0,1838,S51837,0.0,0.0,0.0,0.0,0.0
M,297.8,307.2,1456,39.6,199,6037.889752787295,9.399999999999975,7880.400000000001,0,1839,S51838,0.0,0.0,0.0,0.0,0.0
L,297.7,307.1,1715,30.2,0,5423.7502769125385,9.400000000000034,0.0,0,1840,S51839,0.0,0.0,0.0,0.0,0.0
M,297.7,307.2,1405,43.7,2,6429.635884714431,9.5,87.4,0,1841,S51840,0.0,0.0,0.0,0.0,0.0
L,297.7,307.2,1668,37.8,5,6602.622448196596,9.5,189.0,0,1842,S51841,0.0,0.0,0.0,0.0,0.0
H,297.7,307.1,1855,22.5,7,4370.7407793068,9.400000000000034,157.5,0,1843,S51842,0.0,0.0,0.0,0.0,0.0
L,297.6,307.1,1496,39.2,12,6141.101543433233,9.5,470.4,0,1844,S51843,0.0,0.0,0.0,0.0,0.0
M,297.6,307.1,1471,44.9,14,6916.519914167777,9.5,628.6,0,1845,S51844,0.0,0.0,0.0,0.0,0.0
L,297.7,307.2,1444,40.0,17,6048.613055711548,9.5,680.0,0,1846,S51845,0.0,0.0,0.0,0.0,0.0
H,297.7,307.3,1514,38.6,19,6119.864377094966,9.600000000000025,733.4,0,1847,S51846,0.0,0.0,0.0,0.0,0.0
L,297.8,307.3,1412,50.7,24,7496.719717408252,9.5,1216.8000000000002,0,1848,S51847,0.0,0.0,0.0,0.0,0.0
H,297.7,307.2,1429,44.1,26,6599.323775910327,9.5,1146.6,0,1849,S51848,0.0,0.0,0.0,0.0,0.0
L,297.7,307.2,1668,32.7,31,5711.792435344675,9.5,1013.7,0,1850,S51849,0.0,0.0,0.0,0.0,0.0
M,297.7,307.2,1372,52.8,33,7586.066612476346,9.5,1742.4,0,1851,S51850,0.0,0.0,0.0,0.0,0.0
M,297.7,307.3,1365,49.2,36,7032.769314326111,9.600000000000025,1771.2,0,1852,S51851,0.0,0.0,0.0,0.0,0.0
M,297.6,307.1,1526,39.1,39,6248.271740822692,9.5,1524.9,0,1853,S51852,0.0,0.0,0.0,0.0,0.0
L,297.6,307.2,1486,40.6,42,6317.910377977266,9.599999999999966,1705.2,0,1854,S51853,0.0,0.0,0.0,0.0,0.0
M,297.6,307.2,1470,42.6,44,6557.760505103334,9.599999999999966,1874.4,0,1855,S51854,0.0,0.0,0.0,0.0,0.0
H,297.7,307.3,1249,62.8,47,8213.924376271778,9.600000000000025,2951.6,0,1856,S51855,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1752,26.1,52,4788.541186307707,9.599999999999966,1357.2,0,1857,S51856,0.0,0.0,0.0,0.0,0.0
L,297.7,307.4,1643,36.5,55,6279.991354648436,9.699999999999989,2007.5,0,1858,S51857,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1488,36.1,57,5625.21014181174,9.599999999999966,2057.7000000000003,0,1859,S51858,0.0,0.0,0.0,0.0,0.0
L,297.8,307.4,1355,45.8,60,6498.8032829709655,9.599999999999966,2748.0,0,1860,S51859,0.0,0.0,0.0,0.0,0.0
L,297.8,307.6,1607,30.3,62,5099.024788261986,9.800000000000011,1878.6,0,1861,S51860,0.0,0.0,0.0,0.0,0.0
M,297.9,307.6,1609,30.3,64,5105.370805422237,9.700000000000044,1939.2,0,1862,S51861,0.0,0.0,0.0,0.0,0.0
L,297.9,307.7,1517,44.4,67,7053.378162133659,9.800000000000011,2974.8,0,1863,S51862,0.0,0.0,0.0,0.0,0.0
M,297.9,307.7,1517,39.5,69,6274.964806402693,9.800000000000011,2725.5,0,1864,S51863,0.0,0.0,0.0,0.0,0.0
L,297.9,307.7,1546,37.6,72,6087.317477203775,9.800000000000011,2707.2000000000003,0,1865,S51864,0.0,0.0,0.0,0.0,0.0
L,297.9,307.7,1567,34.7,74,5694.126212655989,9.800000000000011,2567.8,0,1866,S51865,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1662,28.9,76,5029.878333956473,9.799999999999956,2196.4,0,1867,S51866,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1502,41.8,79,6574.683217530671,9.799999999999956,3302.2,0,1868,S51867,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,1361,56.9,81,8109.592084246061,9.699999999999989,4608.9,0,1869,S51868,0.0,0.0,0.0,0.0,0.0
M,298.3,308.1,1630,32.7,83,5581.667667632985,9.800000000000011,2714.1000000000004,0,1870,S51869,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,1486,42.3,86,6582.453423360549,9.699999999999989,3637.8,0,1871,S51870,0.0,0.0,0.0,0.0,0.0
L,298.3,308.1,1840,21.5,88,4142.713512533741,9.800000000000011,1892.0,0,1872,S51871,0.0,0.0,0.0,0.0,0.0
L,298.3,308.1,1326,58.4,90,8109.33028485826,9.800000000000011,5256.0,0,1873,S51872,0.0,0.0,0.0,0.0,0.0
L,298.4,308.1,1367,57.8,92,8274.180123367629,9.700000000000044,5317.599999999999,0,1874,S51873,0.0,0.0,0.0,0.0,0.0
L,298.4,308.1,1598,32.7,94,5472.088915875774,9.700000000000044,3073.8,0,1875,S51874,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,1363,50.1,96,7150.924614027624,9.699999999999989,4809.6,0,1876,S51875,0.0,0.0,0.0,0.0,0.0
L,298.3,308.0,1242,62.0,98,8063.840023234281,9.699999999999989,6076.0,0,1877,S51876,0.0,0.0,0.0,0.0,0.0
M,298.2,307.8,1566,33.8,100,5542.900414287687,9.600000000000025,3379.9999999999995,0,1878,S51877,0.0,0.0,0.0,0.0,0.0
M,298.1,307.7,1424,47.7,103,7113.068422551866,9.599999999999966,4913.1,0,1879,S51878,0.0,0.0,0.0,0.0,0.0
M,298.2,307.7,1608,33.8,106,5691.560578655556,9.5,3582.8,0,1880,S51879,0.0,0.0,0.0,0.0,0.0
L,298.1,307.7,1705,29.1,109,5195.72301013948,9.599999999999966,3171.9,0,1881,S51880,0.0,0.0,0.0,0.0,0.0
L,298.0,307.6,1548,45.8,111,7424.4630863756865,9.600000000000025,5083.799999999999,0,1882,S51881,0.0,0.0,0.0,0.0,0.0
M,298.0,307.6,1581,43.4,113,7185.387885437503,9.600000000000025,4904.2,0,1883,S51882,0.0,0.0,0.0,0.0,0.0
M,298.0,307.6,1472,46.7,116,7198.687294337699,9.600000000000025,5417.200000000001,0,1884,S51883,0.0,0.0,0.0,0.0,0.0
M,298.0,307.6,1792,26.0,119,4879.102830535188,9.600000000000025,3094.0,0,1885,S51884,0.0,0.0,0.0,0.0,0.0
L,298.0,307.6,1683,32.8,122,5780.781810017506,9.600000000000025,4001.6,0,1886,S51885,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1503,40.7,124,6405.927332155339,9.700000000000044,5046.8,0,1887,S51886,0.0,0.0,0.0,0.0,0.0
M,297.9,307.5,1642,32.4,126,5571.174748169995,9.600000000000025,4082.4,0,1888,S51887,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1902,24.3,129,4840.000473973507,9.599999999999966,3134.7000000000003,0,1889,S51888,0.0,0.0,0.0,0.0,0.0
H,297.7,307.4,1432,40.2,132,6028.339311120382,9.699999999999989,5306.400000000001,0,1890,S51889,0.0,0.0,0.0,0.0,0.0
L,297.8,307.4,1512,40.8,137,6460.119805429763,9.599999999999966,5589.599999999999,0,1891,S51890,0.0,0.0,0.0,0.0,0.0
L,297.7,307.4,1764,29.0,139,5357.043792901315,9.699999999999989,4031.0,0,1892,S51891,0.0,0.0,0.0,0.0,0.0
M,297.8,307.4,1438,43.6,141,6565.593542786285,9.599999999999966,6147.6,0,1893,S51892,0.0,0.0,0.0,0.0,0.0
L,297.8,307.5,1631,29.9,144,5106.857825944936,9.699999999999989,4305.599999999999,0,1894,S51893,0.0,0.0,0.0,0.0,0.0
H,297.9,307.5,1880,23.3,146,4587.144153261576,9.600000000000025,3401.8,0,1895,S51894,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1344,54.3,151,7642.363952828674,9.700000000000044,8199.3,0,1896,S51895,0.0,0.0,0.0,0.0,0.0
L,297.9,307.5,1574,35.8,153,5900.874425188731,9.600000000000025,5477.4,0,1897,S51896,0.0,0.0,0.0,0.0,0.0
L,297.8,307.4,1418,41.2,155,6117.895645698716,9.599999999999966,6386.0,0,1898,S51897,0.0,0.0,0.0,0.0,0.0
L,297.8,307.5,1372,54.1,157,7772.844767707772,9.699999999999989,8493.7,0,1899,S51898,0.0,0.0,0.0,0.0,0.0
L,297.8,307.5,1388,40.0,159,5814.040804243511,9.699999999999989,6360.0,0,1900,S51899,0.0,0.0,0.0,0.0,0.0
H,297.9,307.6,1493,36.0,161,5628.477398171473,9.700000000000044,5796.0,0,1901,S51900,0.0,0.0,0.0,0.0,0.0
M,297.9,307.6,1505,40.1,166,6319.889581349026,9.700000000000044,6656.6,0,1902,S51901,0.0,0.0,0.0,0.0,0.0
L,298.0,307.6,1694,29.1,169,5162.202216525677,9.600000000000025,4917.900000000001,0,1903,S51902,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1968,20.4,171,4204.204952740004,9.700000000000044,3488.4,0,1904,S51903,0.0,0.0,0.0,0.0,0.0
M,298.0,307.6,1569,35.6,173,5849.268529865764,9.600000000000025,6158.8,0,1905,S51904,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1687,29.1,176,5140.870802407802,9.700000000000044,5121.6,0,1906,S51905,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1430,52.4,178,7846.860690626347,9.700000000000044,9327.2,0,1907,S51906,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1504,42.4,180,6677.936896078656,9.700000000000044,7632.0,0,1908,S51907,0.0,0.0,0.0,0.0,0.0
L,297.9,307.6,1977,20.2,182,4182.025308605661,9.700000000000044,3676.4,0,1909,S51908,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1435,45.6,184,6852.4418960100575,9.699999999999989,8390.4,0,1910,S51909,0.0,0.0,0.0,0.0,0.0
H,298.0,307.7,1547,36.8,186,5961.653771060182,9.699999999999989,6844.799999999999,0,1911,S51910,0.0,0.0,0.0,0.0,0.0
M,298.1,307.8,1316,57.2,191,7882.800510583414,9.699999999999989,10925.2,0,1912,S51911,0.0,0.0,0.0,0.0,0.0
M,298.0,307.7,1621,34.9,194,5924.300234409,9.699999999999989,6770.599999999999,0,1913,S51912,0.0,0.0,0.0,0.0,0.0
M,298.0,307.8,1492,40.2,197,6280.923360469003,9.800000000000011,7919.400000000001,0,1914,S51913,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1643,32.3,200,5557.362212469712,9.699999999999989,6459.999999999999,0,1915,S51914,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1492,38.7,202,6046.560548511204,9.699999999999989,7817.400000000001,0,1916,S51915,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1387,50.8,204,7378.512057829179,9.699999999999989,10363.2,0,1917,S51916,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1463,47.3,206,7246.596582304945,9.799999999999956,9743.8,0,1918,S51917,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1496,40.0,0,6266.430146360441,9.799999999999956,0.0,0,1919,S51918,0.0,0.0,0.0,0.0,0.0
L,298.2,308.0,1658,30.0,3,5208.760619651877,9.800000000000011,90.0,0,1920,S51919,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,2161,17.5,5,3960.2393392377335,9.799999999999956,87.5,0,1921,S51920,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1665,32.0,7,5579.468552775473,9.799999999999956,224.0,0,1922,S51921,0.0,0.0,0.0,0.0,0.0
L,298.0,307.8,1716,26.6,9,4779.996054289944,9.800000000000011,239.4,0,1923,S51922,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1529,34.1,11,5459.972840208429,9.699999999999989,375.1,0,1924,S51923,0.0,0.0,0.0,0.0,0.0
L,297.9,307.7,1353,50.7,13,7183.471513918813,9.800000000000011,659.1,0,1925,S51924,0.0,0.0,0.0,0.0,0.0
L,297.9,307.7,1537,37.7,15,6067.975738433174,9.800000000000011,565.5,0,1926,S51925,0.0,0.0,0.0,0.0,0.0
L,298.0,307.7,1606,30.8,17,5179.941743042947,9.699999999999989,523.6,0,1927,S51926,0.0,0.0,0.0,0.0,0.0
H,298.0,307.8,1314,47.8,19,6577.364043261735,9.800000000000011,908.2,0,1928,S51927,0.0,0.0,0.0,0.0,0.0
L,298.0,307.8,1623,29.9,24,5081.808860520313,9.800000000000011,717.5999999999999,0,1929,S51928,0.0,0.0,0.0,0.0,0.0
M,298.0,307.8,1483,50.9,26,7904.739299280981,9.800000000000011,1323.4,0,1930,S51929,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1569,37.0,29,6079.295943961609,9.799999999999956,1073.0,0,1931,S51930,0.0,0.0,0.0,0.0,0.0
M,298.2,308.0,1969,21.7,32,4474.392392924239,9.800000000000011,694.4,0,1932,S51931,0.0,0.0,0.0,0.0,0.0
M,298.1,308.0,1686,29.3,35,5173.13495896017,9.899999999999975,1025.5,0,1933,S51932,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1638,35.1,38,6020.736656898695,9.899999999999975,1333.8,0,1934,S51933,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1698,33.3,40,5921.21100163297,9.799999999999956,1332.0,0,1935,S51934,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1377,55.1,42,7945.370564267411,9.799999999999956,2314.2000000000003,0,1936,S51935,0.0,0.0,0.0,0.0,0.0
M,298.1,308.0,2129,18.4,45,4102.249799155504,9.899999999999975,827.9999999999999,0,1937,S51936,0.0,0.0,0.0,0.0,0.0
L,298.2,308.0,1411,42.4,48,6265.0059576908125,9.800000000000011,2035.2,0,1938,S51937,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1517,40.8,50,6481.482635474174,9.799999999999956,2040.0,0,1939,S51938,0.0,0.0,0.0,0.0,0.0
M,298.1,307.9,1303,53.9,52,7354.646425637408,9.799999999999956,2802.8,0,1940,S51939,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1578,35.6,55,5882.820739406104,9.799999999999956,1958.0,0,1941,S51940,0.0,0.0,0.0,0.0,0.0
L,298.1,307.9,1425,58.2,57,8684.932890848982,9.799999999999956,3317.4,0,1942,S51941,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1456,42.4,59,6464.811250459124,9.899999999999975,2501.6,0,1943,S51942,0.0,0.0,0.0,0.0,0.0
